temperature,exhaust_vacuum,amb_pressure,r_humidity,energy_production,log_temp,sqrt_temp,log_ev,sqrt_ev,log_ap,sqrt_ap,log_rh,sqrt_rh
30.75,73.88,1005.62,57.95,436.97,3.4258899942525267,5.545268253204709,4.302442155331039,8.59534757877772,6.913359545701969,31.711512105227655,4.059580569785761,7.612489737267302
7.6,41.04,1021.82,88.97,475.32,2.028148247292285,2.756809750418044,3.714547200862514,6.406246951218787,6.929340630007159,31.965919351709566,4.488299234256676,9.432391001225511
21.2,59.39,1014.04,85.06,444.57,3.054001181677967,4.604345773288535,4.0841258620277685,7.706490770772389,6.921697631104842,31.84399472428043,4.443356889825488,9.222797840135064
24.4,41.1,1002.14,38.75,451.66,3.1945831322991562,4.9396356140913875,3.716008121502189,6.410928169929843,6.909892992443684,31.65659488953289,3.657130755799356,6.224949798994366
9.24,41.4,1029.3725,87.36,476.9,2.2235418856535927,3.0397368307141326,3.7232808808312687,6.434283176858165,6.936704672270789,32.083835493905646,4.470037511996595,9.346657156438338
24.49,65.46,1015.77,44.95,445.27,3.1982648709640764,4.948737212663449,4.181439269073034,8.090735442467514,6.923402224558314,31.87114682593019,3.8055507609176296,6.704476116744694
20.78,62.52,1017.58,73.3,452.3,3.0339909856710814,4.558508528016593,4.135486505553276,7.906958960308319,6.9251825383046635,31.899529777098596,4.294560608892605,8.561541917201597
11.3,40.55,1005.97,97.99,476.72,2.424802725718295,3.361547262794322,3.702535780561422,6.367888189973187,6.913707529141469,31.717030125785737,4.584865432647727,9.898989847454132
12.48,40.67,1011.24,61.1,475.96,2.5241273629412815,3.5327043465311387,3.7054907199191334,6.377303505401009,6.918932579572262,31.8,4.11251186617755,7.816648898345122
26.44,59.15,1013.35,60.71,439.65,3.2748780149834857,5.141984052872976,4.080076590424396,7.6909037180295,6.9210169529653225,31.833158812785136,4.106108429142343,7.791662210337407
27.75,70.4,1006.65,90.21,436.53,3.3232358401924436,5.267826876426369,4.254193263163997,8.390470785361213,6.914383265272358,31.72774810792597,4.502140285668547,9.497894503520241
23.18,72.99,1009.01,90.09,439.12,3.1432898379116057,4.814561246884289,4.2903224454635405,8.543418519538886,6.9167249311072725,31.76491775528468,4.500809170663349,9.491575211733824
6.43,36.08,1022.73,85.03,486.39,1.860974538249528,2.535744466621193,3.585738695194423,6.006662967072482,6.930230801497307,31.98015009345641,4.443004135397701,9.221171292194935
10.38,41.01,1020.8,94.26,465.9,2.3398808777377424,3.2218007387174024,3.713815939403968,6.4039050586341455,6.9283419125905255,31.949960876345372,4.546056921495585,9.708758932015977
29.78,74.78,1009.28,55.09,436.39,3.393837027255863,5.457105459856901,4.314550469548967,8.647543003651384,6.916992484334619,31.769167442663647,4.008968211484625,7.422263805605403
24.1,71.29,1007.96,67.56,442.8,3.1822118404966093,4.909175083453431,4.266756065129537,8.443340571124677,6.915683765304259,31.748385785737202,4.2130160919396,8.219489035213806
7.28,39.81,1017.61,87.56,483.0,1.9851308622085946,2.6981475126464085,3.684118137012226,6.3095166217389425,6.925212019581598,31.9,4.472324272654662,9.357350052231668
25.15,68.61,1011.03,53.59,447.91,3.224857896545748,5.014977567247933,4.2284382967028,8.283115355951528,6.918724892170723,31.796697941767476,3.981362483506759,7.320519107276478
14.81,43.69,1017.19,71.9,470.71,2.6953026282797072,3.8483762809787714,3.7771192429633444,6.609841147864296,6.924799202591265,31.89341624849869,4.275276264727001,8.47938677028003
21.14,48.78,1020.39,86.2,450.35,3.051166980442092,4.59782557302906,3.887320392787774,6.984268036093689,6.927940186141234,31.943543948660423,4.456670177669648,9.284395510748128
10.54,41.93,1016.64,93.52,479.65,2.355177543113216,3.246536616149585,3.7360015611826713,6.47533782902483,6.924258351081152,31.884792613407413,4.538175317163813,9.670573922989266
29.52,64.79,1017.53,44.83,439.6,3.385067999732272,5.43323108288245,4.171151270461866,8.049223565040295,6.925133400911589,31.898746056859352,3.802877558167348,6.695520890864279
14.82,42.74,1028.04,69.81,466.34,2.695977619867941,3.8496753109840314,3.755135249891002,6.5375836514724615,6.9354093557639525,32.063062860556535,4.24577726598231,8.355237878121724
21.16,45.38,1014.65,73.06,458.63,3.052112606990099,4.6,3.8150714793516958,6.736467917239716,6.922299004422978,31.8535712283568,4.291281021367136,8.54751425854324
28.98,70.8,1008.19,73.45,434.08,3.3666059368925363,5.383307533477908,4.259859000699674,8.414273587185052,6.915911922932409,31.75200781053066,4.296604902619887,8.570297544426332
17.88,46.97,1013.73,67.78,456.77,2.883682769745368,4.228474902373195,3.8495091000389037,6.853466276272176,6.921391876505046,31.839126872450507,4.2162671661789055,8.232860985101109
30.56,71.25,1000.3,70.55,431.92,3.4196919642983197,5.528109984434101,4.26619481914876,8.440971508067067,6.908055233991135,31.627519662471162,4.256321678298823,8.399404740813482
10.91,39.61,1018.44,64.38,469.42,2.3896797998449792,3.303028912982749,3.6790816116338254,6.293647591023825,6.926027323769586,31.91300675273328,4.164803025870662,8.023714850367003
24.01,50.16,1004.22,75.32,443.03,3.178470410233162,4.9,3.9152178963246653,7.0823724838503095,6.911966399753601,31.689430414571987,4.3217457037889515,8.678709581498852
20.58,54.5,1015.04,89.83,467.76,3.0243197304059035,4.536518488885502,3.9982007016691985,7.3824115301167,6.922683299566374,31.859692402783804,4.497918995241116,9.477868958790262
22.89,48.98,1014.55,48.21,448.56,3.1307001339644756,4.784349485562275,3.891412051524022,6.998571282769077,6.922200443413633,31.8520015069697,3.875566468417531,6.94334213473598
21.63,60.84,1018.16,77.53,445.93,3.0740812399649675,4.6508063816933936,4.1082474673910925,7.8,6.925752355683792,31.908619525137716,4.350664958230868,8.805112151472008
6.72,38.91,1016.89,90.47,485.89,1.9050881545350582,2.592296279363144,3.661251286996462,6.237788069500278,6.924504228940106,31.888712736640844,4.50501830403765,9.511571899533747
13.47,44.88,1017.56,93.23,476.67,2.6004649904222727,3.670149860700514,3.803992261214441,6.699253689777691,6.925162883637171,31.89921629131349,4.535069558308602,9.655568341635826
13.78,42.03,1017.51,84.94,467.6,2.6232182655855123,3.712142238654117,3.7383836490170252,6.483054835492293,6.925113745278283,31.89843256337214,4.441945124885125,9.216289925995166
18.58,63.78,1016.24,78.74,453.96,2.922085733385692,4.310452412450461,4.155439661581911,7.986238163240563,6.923864820715205,31.87851941354868,4.366151285515591,8.873556220591606
29.78,73.42,1011.27,52.79,445.58,3.393837027255863,5.457105459856901,4.2961963780686885,8.568547134724767,6.91896224568022,31.800471694614846,3.9663217788355247,7.265672714897087
13.33,39.39,1013.93,84.74,471.23,2.5900171341906173,3.651027252705737,3.6735119769828146,6.276145313805282,6.921589148237633,31.842267507198667,4.439587745198413,9.205433178292045
23.68,68.3,1017.93,84.16,438.65,3.164630810015805,4.866210024238575,4.223909766576744,8.264381404557755,6.925526432467255,31.90501527973306,4.4327197489894,9.173875952943773
17.69,46.36,1019.55,86.64,462.81,2.872999508171694,4.205948168962618,3.836437018471551,6.80881781221968,6.9271166324607565,31.93039304487184,4.461761602692735,9.308061022576076
26.68,68.08,1011.41,67.33,433.04,3.283914221047423,5.165268628057984,4.220683484265119,8.251060537894507,6.919100675881955,31.802672843646334,4.20960590255719,8.205485969764375
6.97,41.26,1010.6,96.88,484.71,1.9416152247724325,2.640075756488817,3.7198935076431057,6.42339474110069,6.918299492857808,31.789935514247272,4.573473099244837,9.842763839491425
18.88,44.06,1013.81,68.54,451.13,2.9381031607173544,4.345112196480086,3.785552341374197,6.637770710110436,6.921470789868078,31.840383163523644,4.2274175164464625,8.278888814327681
13.25,44.92,1024.11,89.34,469.18,2.583997552432231,3.640054944640259,3.8048831298702424,6.702238432046416,6.931579221705136,32.00171870384464,4.492449315923973,9.451983918733676
26.02,70.79,1004.21,79.12,428.72,3.2588654730843594,5.10098029794274,4.259717747786098,8.413679337840254,6.911956441726685,31.689272632864263,4.370965687314457,8.894942383174834
26.86,71.32,1007.38,81.14,430.44,3.2906381910950917,5.182663407939975,4.267176792994939,8.445116932286965,6.91510818002732,31.739250148672383,4.396176057778301,9.007774419910836
7.89,39.37,1016.28,84.66,483.82,2.065596134857783,2.808914381037628,3.673004104955646,6.274551776820397,6.923904180721508,31.879146789084555,4.438643235092778,9.201086892318754
3.21,38.44,1017.11,84.86,492.93,1.1662709371419244,1.7916472867168918,3.6490985841020915,6.2,6.924720551458156,31.89216204649663,4.441002839774179,9.211948762341223
8.01,41.66,1014.49,76.72,485.13,2.080690761080268,2.8301943396169813,3.729541435832826,6.45445582524197,6.922141302144839,31.85105963700423,4.340162430575183,8.758995376183275
24.4,69.94,1005.75,58.1,438.76,3.1945831322991562,4.9396356140913875,4.24763773163523,8.363013810822029,6.9134888108298975,31.71356176779896,4.062165663857866,7.622335600063802
28.46,60.23,1010.2,63.38,439.88,3.3484995926617063,5.334791467339656,4.09817056705563,7.7607989279454985,6.917903610033952,31.783643592262987,4.149148354262775,7.961155694998057
19.79,51.19,1008.77,94.72,447.96,2.9851767596144745,4.448595283907045,3.935544200469492,7.154718722633336,6.916487045905583,31.761139778036934,4.550925171135695,9.73242004847715
12.38,44.2,1020.23,81.5,467.04,2.5160822672564502,3.518522417151836,3.7887247890836524,6.648308055437865,6.927783371055302,31.941039432053554,4.400603020246817,9.027735042633894
20.67,57.5,1014.42,81.89,453.29,3.028683373693677,4.546427168667722,4.051784947803305,7.582875444051551,6.92207229957693,31.849960753508,4.405376883282097,9.04930936591296
25.24,63.47,1011.3,66.21,442.75,3.228430037673012,5.023942674832188,4.150567353318379,7.966806135459805,6.918991910908125,31.800943382233175,4.192831508936755,8.136952746575341
13.35,41.44,1015.9,66.04,473.17,2.5915163848462583,3.653765181289022,3.7242465979512276,6.437390775772433,6.923530198097499,31.873186222905296,4.190260619051927,8.126499861564017
19.94,38.52,1018.4,55.9,450.48,2.9927277645336923,4.465422712353221,3.651177586929925,6.20644825967316,6.925988047243197,31.91238004286111,4.023564380161053,7.476630257007497
27.52,67.9,1005.65,59.52,439.01,3.314913013065143,5.2459508194416005,4.21803603456465,8.240145629781066,6.91338937759923,31.711985116040907,4.086312390524837,7.7149206087943645
10.81,44.63,1020.61,88.29,473.86,2.3804716316511167,3.2878564445547194,3.7984062786411785,6.680568838055634,6.928155766739816,31.946987338401723,4.480626850913491,9.396275858019495
10.03,41.79,1020.35,66.42,475.42,2.305580601973844,3.167017524422623,3.732657076459824,6.4645185435575945,6.9279009846750945,31.942917837918316,4.195998215948601,8.149846624323676
6.25,39.48,1004.82,52.71,484.26,1.8325814637483102,2.5,3.675794214565281,6.2833112289620034,6.9125636999744415,31.698895879825216,3.9648051908671156,7.260165287374662
15.63,37.87,1020.4,74.77,465.28,2.749192144433385,3.9534794801541593,3.634159241913703,6.153860576906174,6.927949986267656,31.943700474428443,4.314416735011824,8.646964785403025
20.56,64.45,1012.24,53.09,458.97,3.0233474405869645,4.534313619501853,4.165889729385197,8.028075734570521,6.919920975881008,31.815719385234715,3.97198858659558,7.286288492778748
16.72,44.78,1007.75,56.79,453.39,2.8166056076565553,4.089009660052175,3.8017616111706087,6.691786009728643,6.915475401997275,31.745078358699953,4.039360253889341,7.535914012248282
11.64,38.25,1013.33,85.79,472.34,2.454447442303292,3.411744421846396,3.644143560272545,6.18465843842649,6.920997216253063,31.832844673387267,4.451902449584874,9.262289133902051
9.99,42.07,1018.78,85.68,471.6,2.301584592660462,3.1606961258558215,3.7393348976024297,6.486139067272609,6.926361111974254,31.918333289819504,4.450619426139493,9.256349172324908
16.41,44.92,1024.27,84.16,462.12,2.7978909051019993,4.050925820105819,3.8048831298702424,6.702238432046416,6.931735442719133,32.00421847194522,4.4327197489894,9.173875952943773
13.42,41.74,1020.96,61.8,473.45,2.5967461315435356,3.6633318168028404,3.7314599016490546,6.460650122085238,6.928498640120036,31.952464693666435,4.123903364463645,7.861297602813418
25.95,69.51,1009.36,66.82,434.38,3.2561716096118976,5.094114250780011,4.2414706271123945,8.337265738837884,6.917071745619486,31.770426500127442,4.20200243692861,8.174350127074323
8.87,41.82,1029.3725,74.28,477.97,2.182674796321488,2.9782545223670858,3.7333746940004877,6.466838485689897,6.936704672270789,32.083835493905646,4.307841736484505,8.618584570566098
10.55,41.26,1007.77,99.1,473.6,2.3561258599220753,3.248076353782343,3.7198935076431057,6.42339474110069,6.915495247992354,31.745393366597302,4.596129441335942,9.954898291795853
30.17,75.08,1005.17,55.89,438.89,3.40684805317097,5.492722457943784,4.3185542117183084,8.664871608973788,6.912911960417069,31.704416096184456,4.023385473281607,7.475961476626267
14.28,39.39,1013.82,77.52,469.92,2.658859956911438,3.778888725538237,3.6735119769828146,6.276145313805282,6.9214806536006135,31.84054019642255,4.350535967582511,8.804544281222055
30.98,69.82,1009.17,50.63,438.44,3.4333418349887226,5.565968020030298,4.24592050167689,8.355836283700153,6.916883489809009,31.767436157172018,3.924544285981818,7.1154760908880865
28.78,64.96,999.75,56.43,432.66,3.359680701459222,5.364699432400664,4.173771695853422,8.059776671843954,6.907505247726927,31.618823507524755,4.033000931981049,7.511990415329349
27.24,71.25,1000.5,86.28,430.94,3.3046864812813115,5.219195340279955,4.26619481914876,8.440971508067067,6.908255154023788,31.63068130786942,4.457597821520956,9.288702815786497
21.45,69.94,1010.5,82.17,443.31,3.065724645374026,4.631414470763764,4.24763773163523,8.363013810822029,6.918200536843676,31.788362650504666,4.408790271943096,9.064766957842878
30.09,64.96,1001.29,56.04,430.3,3.4041928906419536,5.485435260760991,4.173771695853422,8.059776671843954,6.909044447647008,31.64316671889841,4.0260657214688065,7.4859869088851605
29.25,72.99,1006.85,61.15,429.12,3.3758795736778655,5.408326913195984,4.2903224454635405,8.543418519538886,6.914581924324414,31.730899766631264,4.113329862133181,7.8198465458089395
14.85,40.8,1025.38,53.29,471.78,2.6979998652487085,3.8535697735995385,3.708682081410116,6.387487769068525,6.932818554575806,32.02155524018158,3.975748696308691,7.3
29.73,67.25,1017.64,37.79,439.06,3.3921566370100065,5.452522352086234,4.208417018481948,8.200609733428363,6.925241499989412,31.90047021597017,3.6320445173613978,6.1473571557214735
12.67,48.14,1017.41,83.63,463.68,2.5392369943330477,3.559494346111537,3.874113432354926,6.938299503480662,6.925015461316181,31.896865049719228,4.426402307393435,9.144943958275523
9.26,41.66,1016.87,73.32,483.51,2.225704048658088,3.043024810940588,3.729541435832826,6.45445582524197,6.924484560936014,31.88839914451649,4.294833422971505,8.562709851443058
23.59,59.43,1009.96,65.8,440.61,3.1608228934195837,4.856953777832357,4.084799149378569,7.7090855488832135,6.917666005090652,31.779867841134898,4.186619838331271,8.1117199162693
19.54,50.66,1014.7,84.53,456.61,2.972463646614637,4.420407221060069,3.925136644573529,7.117583859709698,6.922348281285037,31.854356060043028,4.437106500940836,9.194019795497505
17.86,52.9,1015.71,67.99,457.42,2.882563575448353,4.226109321823087,3.9684033388642534,7.273238618387272,6.923343154323788,31.870205521772213,4.219360635538369,8.245604889879214
24.89,64.27,1013.52,64.65,444.21,3.2144661163795005,4.988987873306569,4.163092959383195,8.016857239592083,6.921184699293798,31.835828872514064,4.168988105217867,8.040522371090077
17.72,50.9,1012.02,85.55,456.4,2.8746939451769347,4.209513035969837,3.929862923556477,7.134423592694787,6.919703612497978,31.81226178692738,4.449101000338202,9.249324299644812
12.25,44.85,1014.13,85.25,470.92,2.505525936990736,3.5,3.803323588504805,6.697014260101288,6.921786381061758,31.84540783221342,4.445588116163626,9.233092656309694
18.75,41.1,1001.97,59.6,458.31,2.9311937524164198,4.330127018922194,3.716008121502189,6.410928169929843,6.909723341076836,31.653909711124154,4.087655574071304,7.720103626247513
23.43,63.94,1010.64,89.29,440.16,3.1540172525197043,4.8404545241123795,4.157945143631696,7.996249120681521,6.918339072521782,31.79056463795508,4.491889499529125,9.449338601193208
30.35,77.17,1009.55,63.62,432.75,3.4127965175055075,5.509083408335728,4.346010780469512,8.784645695758025,6.917259965996383,31.77341656164788,4.152927886320998,7.976214641043708
26.56,52.3,1007.4,62.04,439.25,3.279406324608233,5.1536394906900505,3.9569963710708773,7.231873892705818,6.91512803331155,31.739565214413382,4.127779338308338,7.876547467006087
18.94,47.83,1005.18,78.59,455.19,2.9412760877579323,4.352011029397789,3.8676530576922055,6.915923654870692,6.912921908933496,31.70457380252887,4.364244464878084,8.865100112237876
21.77,42.23,1013.03,67.44,462.51,3.080532875246456,4.665833258915282,3.743130868945852,6.498461356351979,6.920701118815104,31.828132210357552,4.2112383136936,8.212186067059124
24.68,48.06,1013.83,54.97,447.96,3.205993199037187,4.967896939349688,3.872450230308323,6.932532004974806,6.921490517235856,31.84069722854699,4.006787581872569,7.4141756116239925
14.4,41.26,1021.41,73.11,462.78,2.667228206581955,3.794733192202055,3.7198935076431057,6.42339474110069,6.928939304649267,31.959505628216466,4.291965156305224,8.55043858524228
24.39,58.41,1013.65,80.93,445.39,3.194173212227829,4.938623289946299,4.067487108052218,7.642643521714198,6.9213129569142025,31.837870531805358,4.393584583507611,8.996110270555825
27.25,73.03,1014.15,68.52,439.78,3.305053521109253,5.220153254455275,4.290870315632018,8.545759182190896,6.921806102204797,31.845721847683087,4.2271256734559195,8.277680834629951
25.85,67.69,1007.7,70.14,434.0,3.2523106009544382,5.084289527554465,4.214938458520516,8.227393268830657,6.915425785286357,31.744290825280693,4.2504932447120325,8.374962686484041
25.51,64.27,1013.28,61.85,444.76,3.23907053215372,5.050742519669757,4.163092959383195,8.016857239592083,6.92094787276812,31.832059311329512,4.124712098838497,7.864477096412704
24.8,72.24,1011.58,83.61,435.25,3.2108436531709366,4.979959839195493,4.27999390910873,8.499411744350311,6.9192687439400276,31.805345462673408,4.426163130161966,9.143850392476903
7.65,41.01,1024.31,97.17,475.89,2.0347056478384444,2.7658633371878665,3.713815939403968,6.4039050586341455,6.931774494159648,32.00484338346307,4.576462021851348,9.857484466130291
27.16,56.85,1012.07,39.05,437.4,3.3017453026904953,5.2115256883181535,4.040416220196545,7.5398938984577235,6.919753017415754,31.813047637722484,3.664842876285695,6.248999919987197
30.24,68.24,1009.68,64.67,426.25,3.4091655513113324,5.499090833947008,4.223030903183424,8.260750571225353,6.917388727950375,31.775462231099013,4.169297415458502,8.041765975207188
27.96,49.16,1004.8,35.64,442.49,3.3307749173656096,5.287721626560915,3.895080284697834,7.011419257183241,6.912543795713934,31.69858040985432,3.573468602602609,5.96992462263972
18.13,60.1,1009.67,84.75,455.82,2.8975680247667595,4.257933771208753,4.096009841541162,7.752418977325722,6.917378823773288,31.775304876586155,4.43970574626056,9.205976319760984
19.93,62.1,1019.94,76.41,450.57,2.9922261342247034,4.464302857109943,4.128745988939433,7.880355321938218,6.927499081018733,31.93649949509182,4.336113577659475,8.74128137060008
26.63,74.16,1009.72,83.26,436.03,3.282038399825841,5.160426338976267,4.306224921257599,8.611620056644394,6.917428343677824,31.77609164135829,4.421968241766829,9.124691775616315
11.41,40.1,1014.27,91.17,476.81,2.4344901638739844,3.3778691508109073,3.6913763343125234,6.332456079595025,6.92192442089633,31.84760587548144,4.5127258955968115,9.54829827770373
28.62,59.14,1016.36,53.1,436.09,3.3541057741283047,5.349766350038102,4.079907514424331,7.690253571892152,6.9239828960867875,31.880401503117866,3.9721769282478934,7.286974680894672
13.8,44.34,1019.43,66.74,468.8,2.624668592163159,3.714835124201342,3.7918872041881655,6.6588287258345975,6.926998926548841,31.92851390215335,4.2008044733232275,8.16945530620004
8.34,40.96,1023.28,89.45,483.92,2.1210632163706555,2.8879058156387303,3.7125959807312525,6.4,6.930768433291138,31.988748021765403,4.493679809954728,9.457801012920498
23.7,66.56,1002.07,85.19,436.94,3.1654750481410856,4.868264577855234,4.198103796512953,8.158431221748456,6.909823139484136,31.655489255419827,4.444884056054749,9.229842902238369
24.7,58.82,1009.4,75.91,442.98,3.2068032436339315,4.969909455915671,4.074481933125849,7.669419795525604,6.917111373906162,31.77105601014861,4.3295484280286765,8.712634503983281
28.75,57.55,1004.77,57.55,435.33,3.3586377672433594,5.361902647381804,4.0526541351678915,7.58617163001207,6.912513938580316,31.698107199011112,4.0526541351678915,7.58617163001207
17.84,52.08,1006.65,100.09,450.67,2.8814431271518632,4.223742416388575,3.9527809979003137,7.216647421067486,6.914383265272358,31.72774810792597,4.606069781230928,10.004498987955369
16.02,44.21,1020.97,85.64,462.51,2.7738379416402132,4.0024992192379,3.788951007838152,6.649060083951716,6.928508434775093,31.95262117573455,4.450152463721482,9.25418824100742
26.31,77.95,1012.45,77.22,436.83,3.269949095052201,5.1293274412928636,4.356067595503785,8.8289297199604,6.920128415045278,31.8190194694934,4.346658490836091,8.787491109526085
18.87,62.96,1020.55,82.87,455.22,2.9375733593804587,4.3439613257946945,4.1424996041091475,7.934733769950949,6.9280969766400515,31.946048268917394,4.417273114860951,9.103296106356202
12.66,41.2,1015.88,89.12,466.49,2.5384474167160302,3.558089374931439,3.7184382563554808,6.418722614352485,6.9235105109266435,31.872872478018042,4.489983776178974,9.440338976964757
17.28,44.06,1018.15,66.93,462.05,2.8495497633759097,4.156921938165306,3.785552341374197,6.637770710110436,6.925742533996524,31.908462827281415,4.203647297112551,8.181075723888638
16.23,43.69,1016.4,68.9,466.22,2.7868613815264998,4.028647415696738,3.7771192429633444,6.609841147864296,6.924022251446009,31.881028841616764,4.232656178019613,8.300602387778854
9.12,41.54,1018.61,79.26,482.95,2.21046980408624,3.0199337741082997,3.726656818447966,6.445153217728808,6.926194231798741,31.915670132397345,4.372733587762289,8.902808545621994
8.77,42.49,1010.7,86.78,469.1,2.1713368063840917,2.9614185789921694,3.7492687541267204,6.518435395092905,6.918398439080617,31.791508300173493,4.463376180370204,9.315578350268973
32.13,74.34,1003.34,56.39,436.3,3.4697901731277674,5.668333088307356,4.308649164869106,8.62206471791995,6.91108971357101,31.67554261571536,4.03229183781909,7.5093275331416995
7.97,39.04,1018.51,65.17,483.3,2.075684492802124,2.8231188426986207,3.664586761544892,6.248199740725323,6.926096053978995,31.914103465395986,4.176999240344289,8.072793816269558
19.99,40.79,1003.15,87.55,455.28,2.995232148512309,4.471017781221631,3.708436953329467,6.386704940734306,6.91090032812621,31.672543314359835,4.472210058731861,9.35681569766125
22.39,59.04,1011.78,86.39,445.52,3.1086144306106633,4.731807265728392,4.078215180292217,7.683749084919419,6.919466434910149,31.80848943285424,4.458871928370793,9.294622100978609
16.48,41.35,1005.61,89.07,465.64,2.8021475244813256,4.059556626036888,3.7220724214697003,6.430396566309111,6.913349601538447,31.71135443338868,4.489422577443778,9.43769039543044
14.45,43.34,1015.47,83.33,462.16,2.670694414558441,3.8013155617496426,3.769075996108213,6.583312236253116,6.923106838486574,31.86644002708806,4.422808628394115,9.128526715741154
25.89,66.49,1013.08,63.16,434.67,3.2538567937634464,5.088221693283421,4.197051560414364,8.154140052758475,6.920750474476948,31.82891766931449,4.145671189387441,7.9473265945222105
11.85,42.07,1017.92,93.45,467.25,2.47232786758114,3.442382895611701,3.7393348976024297,6.486139067272609,6.9255166085607796,31.90485856417483,4.537426533901572,9.66695401871758
27.23,49.16,1004.03,40.8,443.78,3.3043193066856684,5.2182372502599,3.895080284697834,7.011419257183241,6.91177718028335,31.68643242777577,3.708682081410116,6.387487769068525
26.96,72.86,1004.86,59.17,441.12,3.2943542860441064,5.192301994298868,4.288539791580417,8.53580693314932,6.912603507306958,31.69952681034845,4.080414656688602,7.692203845452875
8.25,37.49,1009.02,81.09,480.38,2.1102132003465894,2.8722813232690143,3.6240742307478206,6.122907805936653,6.916734841762714,31.765075161252177,4.395559648956466,9.004998611882181
18.19,66.54,1012.9,86.05,449.22,2.900871992530031,4.264973622427225,4.197803270590331,8.157205403813245,6.9205727826927514,31.826089926348164,4.454928522657548,9.276313923105448
26.91,61.5,1009.47,55.26,436.84,3.2924979647388146,5.187484939737175,4.119037174812473,7.842193570679061,6.917180719629292,31.772157622673348,4.01204931949527,7.43370701601832
26.53,65.18,1012.77,64.37,437.39,3.2782761681496484,5.150728103870365,4.177152673409416,8.073413156775764,6.920444430098125,31.824047511276753,4.164647686064525,8.023091673413685
24.06,69.94,1005.47,60.46,436.88,3.180550710546533,4.905099387372289,4.24763773163523,8.363013810822029,6.913210372865072,31.70914694532163,4.101981989351312,7.775602870517501
27.23,63.9,1014.3,47.19,443.61,3.3043193066856684,5.2182372502599,4.157319361383489,7.993747556684537,6.92195399838195,31.848076865016512,3.8541820057382963,6.869497798238238
28.62,68.24,1010.15,69.31,428.08,3.3541057741283047,5.349766350038102,4.223030903183424,8.260750571225353,6.917854113659551,31.782857014434683,4.238589195929893,8.325262758616091
28.27,66.56,1007.36,55.99,433.52,3.341801171705499,5.316954015223378,4.198103796512953,8.158431221748456,6.915088326348929,31.738935079803795,4.025173103360802,7.482646590612175
15.79,49.21,1015.08,75.8,457.7,2.7593768282675506,3.9736632972611052,3.8960968548778867,7.014983962918233,6.922722706103923,31.860320149050604,4.328098292648326,8.706319543871567
25.42,73.21,1001.91,93.78,432.04,3.2355362657613083,5.041825066382213,4.293332023658551,8.556284240252891,6.909663457251439,31.652961946712033,4.5409516136614405,9.684007434941384
11.02,41.26,1020.69,92.13,471.93,2.3997118037247684,3.3196385345395663,3.7198935076431057,6.42339474110069,6.928234148163458,31.948239388110263,4.52320062312084,9.598437372822724
22.44,58.16,1017.28,63.68,452.71,3.110845080654496,4.737087712930805,4.063197833225264,7.626270385975047,6.924887677722438,31.89482716679932,4.1538705415361274,7.979974937304001
28.89,70.72,1009.36,70.33,433.02,3.363495514478144,5.374941860150675,4.258728418329388,8.409518416651455,6.917071745619486,31.770426500127442,4.2531984503199265,8.386298349093002
24.79,67.83,1009.32,61.46,438.36,3.210440346047099,4.978955713801841,4.217004574957988,8.235897036753192,6.917032115762346,31.769796977632705,4.1183865567023386,7.839642849007856
20.67,70.02,1010.42,94.09,448.75,3.028683373693677,4.546427168667722,4.2487809155265195,8.367795408588812,6.918121364981314,31.78710430347502,4.544251771018675,9.7
15.22,41.35,1003.12,95.45,464.56,2.7226103524335397,3.901281840626232,3.7220724214697003,6.430396566309111,6.910870421882282,31.672069714497663,4.558602550171757,9.76985158536198
21.42,43.79,1015.76,43.08,462.19,3.064325065019603,4.628174586162454,3.779405480813307,6.617401302626281,6.923392379761536,31.870989943834502,3.7630588522881876,6.563535632568776
25.3,71.29,1007.86,62.98,437.17,3.2308043957334744,5.029910535983717,4.266756065129537,8.443340571124677,6.9155845500964706,31.746810863455245,4.142817215672879,7.935993951610598
19.35,43.43,1009.4,66.11,454.02,2.962692419475791,4.398863489584555,3.7711504465467307,6.590144156238162,6.917111373906162,31.77105601014861,4.191320021345486,8.130805618141416
14.47,39.58,1011.31,69.85,467.34,2.6720775406433925,3.803945320322047,3.6783239401744194,6.291263784010332,6.919001799121868,31.801100609884557,4.246350085702971,8.357631243360764
25.54,49.16,1003.64,47.4,443.55,3.2402458506043934,5.053711507397311,3.895080284697834,7.011419257183241,6.911388670214558,31.680277776559976,3.858622228701031,6.884765791223402
8.53,40.02,1029.3725,85.57,476.73,2.1435893615035875,2.9206163733020465,3.6893793291555874,6.326136261573884,6.936704672270789,32.083835493905646,4.449334754429963,9.250405396521819
30.58,68.84,1011.34,51.29,439.71,3.420346200500916,5.529918625079396,4.231784971343338,8.296987405076615,6.919031463176452,31.801572288174686,3.937495801401177,7.161703707917551
7.79,41.16,1023.17,97.11,471.82,2.052840859882657,2.7910571473905725,3.717466910965849,6.415605972938176,6.930660930053721,31.987028620989477,4.575844356606263,9.854440623394105
22.72,65.61,1014.64,70.53,449.04,3.1232455938529506,4.766550115125193,4.1837281233567865,8.1,6.922289148759174,31.85341425969907,4.256038151220088,8.398214095865859
24.62,72.43,1007.97,84.36,436.89,3.2035591207563074,4.961854492022111,4.282620578207235,8.510581648747635,6.9156936862836575,31.748543273668478,4.435093355610574,9.184770002564028
